Year_Country,Country,Year,co2,coal_co2,total_ghg,methane,nitrous_oxide,Population
2004_Bhutan,Bhutan,2004,0.291,0.026,-3.07,0.86,0.18,638809.0
2005_Bhutan,Bhutan,2005,0.378,0.099,-2.89,0.93,0.19,648744.0
2006_Bhutan,Bhutan,2006,0.374,0.084,-1.45,0.92,0.19,657404.0
2007_Bhutan,Bhutan,2007,0.373,0.081,-1.33,0.99,0.23,664873.0
2008_Bhutan,Bhutan,2008,0.401,0.115,-1.47,0.87,0.18,671611.0
2009_Bhutan,Bhutan,2009,0.369,0.059,-1.46,0.91,0.19,678329.0
2010_Bhutan,Bhutan,2010,0.465,0.077,-1.26,0.98,0.21,685502.0
2011_Bhutan,Bhutan,2011,0.667,0.095,-1.99,0.94,0.2,693297.0
2012_Bhutan,Bhutan,2012,0.773,0.139,-1.77,1.03,0.24,701582.0
2013_Bhutan,Bhutan,2013,0.853,0.193,-1.82,0.93,0.19,710235.0
2014_Bhutan,Bhutan,2014,0.948,0.253,-1.72,0.93,0.21,719053.0
2015_Bhutan,Bhutan,2015,0.965,0.213,-1.76,0.93,0.21,727885.0
2016_Bhutan,Bhutan,2016,1.156,0.312,-1.82,0.89,0.19,736706.0
2011_Bolivia,Bolivia,2011,16.992,0.004,142.71,31.12,11.34,10212951.0
2013_Bolivia,Bolivia,2013,19.094,0.004,137.59,25.85,9.22,10542375.0
2014_Bolivia,Bolivia,2014,20.717,0.015,138.6,25.73,8.82,10706517.0
2015_Bolivia,Bolivia,2015,21.278,0.015,141.57,27.71,9.82,10869732.0
2016_Bolivia,Bolivia,2016,22.795,0.015,150.94,33.03,11.84,11031822.0
1990_Bosnia and Herzegovina,Bosnia and Herzegovina,1990,19.314,15.44,22.24,5.08,1.14,4463422.0
1991_Bosnia and Herzegovina,Bosnia and Herzegovina,1991,13.633,10.053,19.63,4.99,1.21,4369320.0
1992_Bosnia and Herzegovina,Bosnia and Herzegovina,1992,15.029,12.586,12.13,3.28,0.85,4233673.0
1993_Bosnia and Herzegovina,Bosnia and Herzegovina,1993,12.581,10.908,8.64,2.48,0.75,4078940.0
1994_Bosnia and Herzegovina,Bosnia and Herzegovina,1994,3.205,1.175,-1.6,2.48,0.67,3936527.0
1995_Bosnia and Herzegovina,Bosnia and Herzegovina,1995,3.402,1.376,-1.71,2.27,0.56,3829049.0
1996_Bosnia and Herzegovina,Bosnia and Herzegovina,1996,4.24,1.999,-0.66,2.54,0.51,3764419.0
1997_Bosnia and Herzegovina,Bosnia and Herzegovina,1997,8.366,6.243,4.21,2.97,0.61,3736070.0
1998_Bosnia and Herzegovina,Bosnia and Herzegovina,1998,10.551,7.958,7.05,3.31,0.8,3734338.0
1999_Bosnia and Herzegovina,Bosnia and Herzegovina,1999,10.333,7.757,7.2,3.48,0.85,3743353.0
2000_Bosnia and Herzegovina,Bosnia and Herzegovina,2000,13.702,9.707,10.89,3.69,0.91,3751176.0
2001_Bosnia and Herzegovina,Bosnia and Herzegovina,2001,13.263,9.454,18.57,3.59,0.84,3755514.0
2002_Bosnia and Herzegovina,Bosnia and Herzegovina,2002,14.173,10.453,18.64,2.96,0.82,3759389.0
2003_Bosnia and Herzegovina,Bosnia and Herzegovina,2003,14.358,10.812,19.52,3.31,0.81,3762179.0
2004_Bosnia and Herzegovina,Bosnia and Herzegovina,2004,15.462,11.091,20.28,3.41,0.98,3764194.0
2005_Bosnia and Herzegovina,Bosnia and Herzegovina,2005,16.046,11.849,20.93,3.46,0.9,3765332.0
2006_Bosnia and Herzegovina,Bosnia and Herzegovina,2006,17.387,12.895,22.81,3.66,0.91,3765422.0
2007_Bosnia and Herzegovina,Bosnia and Herzegovina,2007,17.474,12.688,24.04,3.87,0.9,3762791.0
2008_Bosnia and Herzegovina,Bosnia and Herzegovina,2008,19.959,14.575,25.8,3.94,0.83,3754261.0
2009_Bosnia and Herzegovina,Bosnia and Herzegovina,2009,20.537,15.319,26.01,4.01,1.14,3735945.0
2010_Bosnia and Herzegovina,Bosnia and Herzegovina,2010,21.146,15.87,26.03,3.79,1.1,3705478.0
2011_Bosnia and Herzegovina,Bosnia and Herzegovina,2011,23.761,18.485,29.33,3.95,1.25,3661173.0
2012_Bosnia and Herzegovina,Bosnia and Herzegovina,2012,22.134,17.233,27.45,3.86,1.34,3604972.0
2013_Bosnia and Herzegovina,Bosnia and Herzegovina,2013,21.801,17.085,27.09,3.78,1.21,3542598.0
2014_Bosnia and Herzegovina,Bosnia and Herzegovina,2014,19.312,14.55,24.46,3.48,1.31,3482106.0
2015_Bosnia and Herzegovina,Bosnia and Herzegovina,2015,18.46,13.491,24.65,3.5,1.35,3429362.0
2016_Bosnia and Herzegovina,Bosnia and Herzegovina,2016,21.734,16.154,27.25,3.47,1.21,3386263.0
1990_Botswana,Botswana,1990,2.7,1.748,61.18,15.53,6.27,1286756.0
1991_Botswana,Botswana,1991,2.634,1.718,60.59,15.22,6.09,1326321.0
1992_Botswana,Botswana,1992,2.777,1.943,60.89,15.04,5.97,1363541.0
1993_Botswana,Botswana,1993,3.195,1.924,60.53,14.88,5.87,1399110.0
1994_Botswana,Botswana,1994,3.03,1.953,60.87,15.16,6.03,1434061.0
1995_Botswana,Botswana,1995,3.045,1.975,61.79,15.66,6.35,1469173.0
1996_Botswana,Botswana,1996,2.755,1.587,75.64,19.09,7.17,1504724.0
1997_Botswana,Botswana,1997,2.799,1.7,86.61,21.42,7.19,1540424.0
1998_Botswana,Botswana,1998,3.342,2.023,95.98,23.26,6.97,1575827.0
1999_Botswana,Botswana,1999,3.158,1.594,80.52,19.68,6.45,1610260.0
2000_Botswana,Botswana,2000,3.778,2.052,68.3,16.75,5.93,1643333.0
2001_Botswana,Botswana,2001,3.847,2.004,55.53,14.87,7.43,1674674.0
2002_Botswana,Botswana,2002,3.975,2.088,148.32,36.04,10.19,1704637.0
2003_Botswana,Botswana,2003,3.825,1.803,89.41,20.43,4.39,1734387.0
2004_Botswana,Botswana,2004,3.895,1.982,30.24,6.97,3.02,1765533.0
2005_Botswana,Botswana,2005,4.093,2.14,79.24,18.54,5.12,1799077.0
2006_Botswana,Botswana,2006,4.133,2.09,41.57,10.4,5.22,1835911.0
2007_Botswana,Botswana,2007,4.228,1.935,83.79,19.47,5.32,1875458.0
2008_Botswana,Botswana,2008,4.503,1.953,46.18,13.52,9.4,1915636.0
2009_Botswana,Botswana,2009,3.855,1.577,28.28,6.73,3.52,1953495.0
2010_Botswana,Botswana,2010,4.537,1.991,37.59,12.91,11.23,1987106.0
2011_Botswana,Botswana,2011,4.029,1.43,47.86,15.89,13.16,2015406.0
2012_Botswana,Botswana,2012,5.077,2.327,34.18,8.64,5.42,2039551.0
2013_Botswana,Botswana,2013,5.663,2.774,66.34,15.5,5.56,2062551.0
2014_Botswana,Botswana,2014,6.85,3.844,34.32,7.27,3.81,2088619.0
2015_Botswana,Botswana,2015,5.425,2.898,131.85,29.34,5.84,2120716.0
2016_Botswana,Botswana,2016,6.334,3.572,69.99,15.2,4.04,2159925.0
1990_Brazil,Brazil,1990,218.658,37.095,1496.21,301.97,112.64,149003225.0
1991_Brazil,Brazil,1991,229.394,42.466,1523.47,316.91,117.55,151648007.0
1992_Brazil,Brazil,1992,233.601,41.203,1533.44,321.3,119.06,154259382.0
1993_Brazil,Brazil,1993,244.306,42.343,1543.62,322.2,121.76,156849086.0
1994_Brazil,Brazil,1994,254.002,43.667,1559.95,327.9,125.06,159432717.0
1995_Brazil,Brazil,1995,268.678,45.582,1579.96,328.28,126.04,162019889.0
1996_Brazil,Brazil,1996,289.311,46.468,1575.86,313.6,116.65,164614682.0
1997_Brazil,Brazil,1997,306.949,47.044,1606.56,322.03,120.54,167209046.0
1998_Brazil,Brazil,1998,317.359,45.591,1641.47,337.66,130.7,169785253.0
1999_Brazil,Brazil,1999,327.256,46.805,1650.53,337.74,129.42,172318674.0
2000_Brazil,Brazil,2000,340.183,50.46,1646.96,327.68,125.19,174790339.0
2001_Brazil,Brazil,2001,346.166,49.427,1899.73,352.69,133.75,177196051.0
2002_Brazil,Brazil,2002,347.765,48.689,1945.01,384.55,149.01,179537523.0
2003_Brazil,Brazil,2003,344.645,51.933,1958.83,399.46,153.91,181809244.0
2004_Brazil,Brazil,2004,361.434,53.833,2005.24,418.17,164.96,184006479.0
2005_Brazil,Brazil,2005,364.371,50.948,2015.48,424.17,165.85,186127108.0
2006_Brazil,Brazil,2006,368.871,50.838,1420.95,405.11,159.05,188167353.0
2007_Brazil,Brazil,2007,390.573,54.989,1466.13,420.53,170.17,190130445.0
2008_Brazil,Brazil,2008,412.638,55.315,1454.36,400.96,157.27,192030362.0
2009_Brazil,Brazil,2009,389.775,43.586,1433.19,404.17,152.95,193886505.0
2010_Brazil,Brazil,2010,440.269,56.688,1540.26,440.19,177.35,195713637.0
2011_Brazil,Brazil,2011,462.58,62.292,1307.81,419.85,169.58,197514541.0
2012_Brazil,Brazil,2012,498.309,61.016,1353.14,428.06,172.62,199287292.0
2013_Brazil,Brazil,2013,532.418,65.604,1368.38,416.98,169.82,201035904.0
2014_Brazil,Brazil,2014,557.901,69.034,1413.43,427.48,178.59,202763744.0
2015_Brazil,Brazil,2015,529.353,69.452,1409.94,446.83,180.66,204471759.0
2016_Brazil,Brazil,2016,492.748,63.831,1379.38,445.11,182.86,206163056.0
1990_Bulgaria,Bulgaria,1990,76.699,34.726,89.99,16.42,8.4,8841466.0
1991_Bulgaria,Bulgaria,1991,61.517,31.782,68.96,15.39,7.15,8767000.0
1992_Bulgaria,Bulgaria,1992,57.365,31.441,63.91,14.85,5.31,8676379.0
1993_Bulgaria,Bulgaria,1993,58.426,33.047,62.34,13.56,4.58,8576042.0
1994_Bulgaria,Bulgaria,1994,56.404,31.38,58.48,11.76,4.63,8474822.0
1995_Bulgaria,Bulgaria,1995,57.95,31.313,59.67,12.05,4.39,8379305.0
1996_Bulgaria,Bulgaria,1996,58.501,31.471,60.25,12.09,4.48,8291969.0
1997_Bulgaria,Bulgaria,1997,55.856,34.016,57.14,11.55,4.19,8211804.0
1998_Bulgaria,Bulgaria,1998,53.175,32.12,53.35,11.07,3.61,8137669.0
1999_Bulgaria,Bulgaria,1999,46.38,26.603,46.68,10.66,3.36,8067005.0
2000_Bulgaria,Bulgaria,2000,45.466,26.382,46.38,10.61,3.77,7997951.0
2001_Bulgaria,Bulgaria,2001,48.982,30.067,46.64,10.11,4.01,7930700.0
2002_Bulgaria,Bulgaria,2002,46.156,27.825,43.61,9.44,4.38,7866242.0
2003_Bulgaria,Bulgaria,2003,50.533,31.196,48.42,9.84,4.48,7804306.0
2004_Bulgaria,Bulgaria,2004,49.585,29.946,47.14,9.33,4.37,7744630.0
2005_Bulgaria,Bulgaria,2005,50.656,29.491,47.22,8.9,4.0,7686964.0
2006_Bulgaria,Bulgaria,2006,51.894,29.995,51.14,8.53,3.28,7631020.0
2007_Bulgaria,Bulgaria,2007,55.74,33.368,55.52,8.64,3.64,7576675.0
2008_Bulgaria,Bulgaria,2008,54.079,32.492,53.01,8.32,3.8,7524084.0
2009_Bulgaria,Bulgaria,2009,45.815,27.279,45.61,7.95,3.79,7473509.0
2010_Bulgaria,Bulgaria,2010,47.861,29.299,47.27,7.81,3.73,7425011.0
2011_Bulgaria,Bulgaria,2011,53.176,34.486,53.1,8.08,4.37,7378652.0
2012_Bulgaria,Bulgaria,2012,48.341,29.417,47.34,7.79,3.44,7334007.0
2013_Bulgaria,Bulgaria,2013,42.68,25.002,42.31,7.51,3.77,7290092.0
2014_Bulgaria,Bulgaria,2014,45.217,26.583,44.78,7.48,3.84,7245648.0
2015_Bulgaria,Bulgaria,2015,48.276,27.68,47.26,7.39,4.0,7199739.0
2016_Bulgaria,Bulgaria,2016,45.502,24.156,44.07,7.1,4.01,7151948.0
1990_Burundi,Burundi,1990,0.209,0.015,12.45,1.99,1.28,5438959.0
1991_Burundi,Burundi,1991,0.238,0.015,12.54,2.04,1.29,5564923.0
1992_Burundi,Burundi,1992,0.216,0.018,12.58,2.08,1.31,5685569.0
1993_Burundi,Burundi,1993,0.227,0.018,12.61,2.1,1.3,5798054.0
1994_Burundi,Burundi,1994,0.234,0.018,12.55,2.08,1.26,5898964.0
1995_Burundi,Burundi,1995,0.238,0.018,12.63,2.13,1.28,5987044.0
1996_Burundi,Burundi,1996,0.242,0.018,12.01,1.98,1.26,6060110.0
1997_Burundi,Burundi,1997,0.249,0.018,12.18,2.01,1.28,6122130.0
1998_Burundi,Burundi,1998,0.249,0.018,12.42,1.97,1.35,6185564.0
1999_Burundi,Burundi,1999,0.253,0.007,12.1,1.82,1.36,6267132.0
2000_Burundi,Burundi,2000,0.271,0.007,12.24,1.77,1.37,6378871.0
2001_Burundi,Burundi,2001,0.205,0.011,9.2,1.86,1.42,6525546.0
2002_Burundi,Burundi,2002,0.213,0.011,10.17,2.02,1.44,6704118.0
2003_Burundi,Burundi,2003,0.161,0.007,10.38,2.06,1.47,6909161.0
2004_Burundi,Burundi,2004,0.198,0.007,9.59,1.86,1.49,7131688.0
2005_Burundi,Burundi,2005,0.154,0.007,8.86,1.69,1.5,7364857.0
2006_Burundi,Burundi,2006,0.183,0.015,3.14,1.72,1.54,7607850.0
2007_Burundi,Burundi,2007,0.202,0.011,2.69,1.64,1.54,7862226.0
2008_Burundi,Burundi,2008,0.209,0.015,3.44,1.85,1.61,8126104.0
2009_Burundi,Burundi,2009,0.169,0.015,3.81,1.98,1.68,8397661.0
2010_Burundi,Burundi,2010,0.297,0.018,3.92,2.06,1.76,8675606.0
2011_Burundi,Burundi,2011,0.354,0.011,7.41,2.04,1.82,8958406.0
2012_Burundi,Burundi,2012,0.379,0.029,7.24,1.95,1.85,9245992.0
2013_Burundi,Burundi,2013,0.398,0.022,7.87,2.18,2.01,9540302.0
2014_Burundi,Burundi,2014,0.375,0.015,7.6,2.02,2.0,9844301.0
2015_Burundi,Burundi,2015,0.391,0.007,7.35,1.97,1.98,10160034.0
2016_Burundi,Burundi,2016,0.467,0.04,7.74,1.96,1.85,10488002.0
2009_Cambodia,Cambodia,2009,4.557,0.029,54.2,21.11,5.42,14093605.0
2010_Cambodia,Cambodia,2010,5.1,0.051,54.68,21.48,5.37,14312205.0
2011_Cambodia,Cambodia,2011,5.194,0.059,57.23,23.17,5.94,14541421.0
2012_Cambodia,Cambodia,2012,5.451,0.062,56.29,22.19,5.59,14780454.0
2013_Cambodia,Cambodia,2013,5.578,0.205,58.65,23.86,6.09,15026330.0
2014_Cambodia,Cambodia,2014,6.494,0.956,57.86,22.36,5.72,15274506.0
2015_Cambodia,Cambodia,2015,8.527,2.317,62.12,23.77,6.59,15521435.0
2016_Cambodia,Cambodia,2016,10.533,2.682,65.43,25.55,6.69,15766290.0
1990_Cameroon,Cameroon,1990,2.605,0.004,136.7,11.55,6.2,11780086.0
1991_Cameroon,Cameroon,1991,2.668,0.004,136.4,11.56,6.16,12137912.0
1992_Cameroon,Cameroon,1992,2.712,0.004,136.41,11.63,6.18,12499499.0
1993_Cameroon,Cameroon,1993,2.866,0.004,140.54,11.68,6.19,12864091.0
1994_Cameroon,Cameroon,1994,2.841,0.004,197.04,11.75,61.97,13230978.0
1995_Cameroon,Cameroon,1995,3.204,0.004,197.08,11.98,61.97,13599984.0
1996_Cameroon,Cameroon,1996,3.594,0.004,191.9,11.28,61.82,13970812.0
1997_Cameroon,Cameroon,1997,3.157,0.004,192.84,11.69,61.98,14344444.0
1990_Canada,Canada,1990,458.007,99.152,662.91,104.81,46.86,27541323.0
1991_Canada,Canada,1991,449.699,104.17,657.88,106.2,46.48,27888813.0
1992_Canada,Canada,1992,463.521,106.927,673.69,110.23,47.02,28224410.0
1993_Canada,Canada,1993,463.993,98.918,672.18,112.85,46.79,28547964.0
1994_Canada,Canada,1994,478.267,102.541,692.69,115.43,49.06,28860734.0
1995_Canada,Canada,1995,490.951,104.352,708.89,119.27,50.58,29164153.0
1996_Canada,Canada,1996,507.0,106.282,703.23,116.62,51.81,29457820.0
1997_Canada,Canada,1997,521.278,113.174,700.96,113.12,48.38,29742378.0
1998_Canada,Canada,1998,528.987,119.352,809.41,141.1,50.86,30022078.0
1999_Canada,Canada,1999,543.73,119.697,744.27,121.63,43.87,30302511.0
2000_Canada,Canada,2000,566.552,129.348,731.3,112.33,40.62,30588379.0
2001_Canada,Canada,2001,559.042,126.825,903.03,108.02,39.48,30880072.0
2002_Canada,Canada,2002,564.669,124.207,981.57,126.64,46.01,31178260.0
2003_Canada,Canada,2003,582.344,123.322,1001.57,123.81,45.32,31488046.0
2004_Canada,Canada,2004,580.759,115.671,961.05,116.0,45.37,31815490.0
2005_Canada,Canada,2005,575.852,116.765,971.7,113.77,46.05,32164313.0
2006_Canada,Canada,2006,571.41,114.091,882.12,119.69,43.57,32536994.0
2007_Canada,Canada,2007,594.665,118.793,894.32,111.91,45.64,32930795.0
2008_Canada,Canada,2008,579.367,112.632,877.95,110.03,45.25,33337638.0
2009_Canada,Canada,2009,546.61,93.379,800.9,95.76,40.22,33746093.0
2010_Canada,Canada,2010,558.804,96.05,884.34,112.85,44.84,34147566.0
2011_Canada,Canada,2011,569.87,87.053,756.74,103.44,45.98,34539156.0
2012_Canada,Canada,2012,569.263,81.577,791.74,112.82,48.38,34922031.0
2013_Canada,Canada,2013,573.699,79.249,857.34,129.72,50.85,35296535.0
2014_Canada,Canada,2014,570.563,76.347,819.39,120.98,47.3,35664338.0
2015_Canada,Canada,2015,573.061,77.67,861.77,132.11,52.24,36026668.0
2016_Canada,Canada,2016,559.567,72.957,779.27,105.61,44.34,36382942.0
1990_Chile,Chile,1990,32.891,10.707,35.56,12.45,4.9,13274617.0
1991_Chile,Chile,1991,30.95,8.628,34.64,12.56,4.92,13495255.0
1992_Chile,Chile,1992,31.978,7.456,36.99,12.76,5.12,13719818.0
1993_Chile,Chile,1993,33.953,7.628,38.44,13.06,5.35,13944934.0
1994_Chile,Chile,1994,37.517,9.362,41.93,13.29,5.56,14166346.0
1995_Chile,Chile,1995,41.072,10.311,45.51,13.58,5.86,14380864.0
1996_Chile,Chile,1996,47.611,14.415,51.63,13.69,6.02,14587367.0
1997_Chile,Chile,1997,55.433,18.606,58.93,14.18,6.28,14786227.0
1998_Chile,Chile,1998,56.787,17.77,60.17,14.4,6.34,14977736.0
1999_Chile,Chile,1999,60.89,18.518,62.94,14.51,6.62,15162801.0
2000_Chile,Chile,2000,58.096,14.242,59.24,14.56,6.74,15342350.0
2001_Chile,Chile,2001,52.558,9.263,62.76,14.4,6.67,15516112.0
2002_Chile,Chile,2002,54.471,9.38,63.71,14.4,6.8,15684413.0
2003_Chile,Chile,2003,54.864,9.244,64.63,14.28,6.53,15849649.0
2004_Chile,Chile,2004,59.026,10.281,70.0,14.31,7.02,16014972.0
2005_Chile,Chile,2005,60.926,10.252,70.88,14.38,6.75,16182713.0
2006_Chile,Chile,2006,63.949,12.538,71.46,13.89,6.77,16354507.0
2007_Chile,Chile,2007,70.683,13.007,79.86,13.83,7.41,16530201.0
2008_Chile,Chile,2008,70.795,16.733,84.53,14.13,8.22,16708255.0
2009_Chile,Chile,2009,65.901,13.431,81.79,14.19,8.17,16886184.0
2010_Chile,Chile,2010,71.311,16.525,86.46,14.16,8.4,17062531.0
2011_Chile,Chile,2011,78.064,20.848,-4.72,14.3,7.85,17233584.0
2012_Chile,Chile,2012,79.684,23.476,-2.62,14.41,7.66,17400359.0
2013_Chile,Chile,2013,81.811,25.396,0.28,13.25,7.01,17571511.0
2014_Chile,Chile,2014,77.574,24.389,-5.68,13.56,6.97,17758969.0
2015_Chile,Chile,2015,81.824,27.167,0.57,13.64,7.26,17969356.0
2016_Chile,Chile,2016,84.392,27.007,3.74,13.23,6.54,18209072.0
1990_China,China,1990,2484.855,1976.684,2901.78,732.46,311.88,1176883681.0
1991_China,China,1991,2606.096,2049.92,3051.32,745.19,318.54,1192897277.0
1992_China,China,1992,2730.788,2114.715,3182.67,753.78,323.93,1206711243.0
1993_China,China,1993,2921.651,2228.745,3405.73,759.68,314.43,1218817059.0
1994_China,China,1994,3100.002,2380.586,3556.72,775.77,327.57,1230020026.0
1995_China,China,1995,3357.909,2569.754,3946.2,800.57,369.89,1240920539.0
1996_China,China,1996,3503.234,2660.401,3980.48,824.73,394.91,1251636178.0
1997_China,China,1997,3510.169,2609.556,3989.45,792.61,367.43,1261996017.0
1998_China,China,1998,3360.455,2444.771,4128.97,814.87,376.11,1271982349.0
1999_China,China,1999,3350.34,2378.49,4079.24,826.63,392.58,1281514833.0
2000_China,China,2000,3439.152,2396.426,4276.12,830.67,385.44,1290550767.0
2001_China,China,2001,3514.934,2428.857,4452.29,825.12,387.54,1299129747.0
2002_China,China,2002,3872.595,2778.77,4762.98,820.8,406.66,1307352256.0
2003_China,China,2003,4545.014,3319.28,5385.87,820.66,410.2,1315303522.0
2004_China,China,2004,5223.755,3835.288,6132.26,832.66,421.54,1323084639.0
2005_China,China,2005,5876.555,4424.39,6856.61,839.32,428.86,1330776380.0
2006_China,China,2006,6488.804,4905.374,7483.96,884.55,440.42,1338408644.0
2007_China,China,2007,6978.612,5289.904,8102.46,923.61,449.38,1345993891.0
2008_China,China,2008,7496.832,5729.474,8396.81,978.94,467.02,1353569480.0
2009_China,China,2009,7886.533,6028.5,8989.4,1026.0,478.86,1361169410.0
2010_China,China,2010,8616.653,6568.794,9788.64,1077.21,493.22,1368810604.0
2011_China,China,2011,9528.556,7309.786,10781.3,1121.71,499.85,1376497633.0
2012_China,China,2012,9775.622,7464.806,11106.42,1166.63,510.88,1384206408.0
2013_China,China,2013,9952.744,7493.454,11570.95,1195.91,524.1,1391883335.0
2014_China,China,2014,9985.583,7425.069,11592.12,1225.98,536.93,1399453966.0
2015_China,China,2015,9848.42,7266.979,11584.22,1258.21,552.98,1406847868.0
2016_China,China,2016,9720.444,7071.406,11576.87,1264.91,556.98,1414049353.0
1990_Colombia,Colombia,1990,56.898,13.884,273.46,58.66,18.21,33102569.0
1991_Colombia,Colombia,1991,56.654,12.414,275.19,58.7,18.21,33758328.0
1992_Colombia,Colombia,1992,61.495,13.667,278.94,59.73,18.2,34422568.0
1993_Colombia,Colombia,1993,63.338,14.206,282.87,60.83,18.53,35091272.0
1994_Colombia,Colombia,1994,66.791,13.612,284.93,61.96,18.82,35758978.0
1995_Colombia,Colombia,1995,58.775,14.136,287.91,62.37,18.79,36421438.0
1996_Colombia,Colombia,1996,59.771,12.513,285.04,62.14,18.33,37076387.0
1997_Colombia,Colombia,1997,64.497,12.289,289.59,62.2,18.44,37723803.0
1998_Colombia,Colombia,1998,65.158,11.688,291.57,62.96,18.78,38364307.0
1999_Colombia,Colombia,1999,54.761,9.684,282.01,61.46,18.06,38999468.0
2000_Colombia,Colombia,2000,56.259,10.227,286.06,62.58,18.64,39629965.0
2001_Colombia,Colombia,2001,55.939,10.321,309.04,63.78,18.98,40255956.0
2002_Colombia,Colombia,2002,55.43,9.267,308.21,64.33,19.23,40875363.0
2003_Colombia,Colombia,2003,57.094,10.406,317.93,67.96,20.23,41483872.0
2004_Colombia,Colombia,2004,54.569,7.281,319.58,69.93,20.84,42075953.0
2005_Colombia,Colombia,2005,60.06,10.234,316.15,67.62,20.57,42647731.0
2006_Colombia,Colombia,2006,62.005,9.351,310.83,68.51,21.1,43200901.0
2007_Colombia,Colombia,2007,60.179,8.053,318.81,72.32,23.09,43737512.0
2008_Colombia,Colombia,2008,66.65,10.768,317.54,71.95,21.79,44254972.0
2009_Colombia,Colombia,2009,72.557,11.802,321.64,72.5,21.98,44750054.0
2010_Colombia,Colombia,2010,76.278,13.473,325.72,74.42,22.44,45222699.0
2011_Colombia,Colombia,2011,76.08,13.785,183.9,72.31,21.77,45662747.0
2012_Colombia,Colombia,2012,79.727,11.541,182.28,70.53,21.36,46075721.0
2013_Colombia,Colombia,2013,87.428,17.803,192.09,70.85,19.9,46495492.0
2014_Colombia,Colombia,2014,88.699,18.052,200.85,72.63,20.79,46967706.0
2015_Colombia,Colombia,2015,91.965,19.151,199.71,72.7,20.44,47520667.0
2016_Colombia,Colombia,2016,93.242,19.427,232.0,79.05,21.32,48175048.0
2001_Costa Rica,Costa Rica,2001,5.667,0.117,3.56,4.03,1.49,4034074.0
2002_Costa Rica,Costa Rica,2002,6.245,0.136,3.54,3.93,1.47,4100921.0
2003_Costa Rica,Costa Rica,2003,6.583,0.194,4.96,4.15,1.63,4164053.0
2004_Costa Rica,Costa Rica,2004,6.842,0.158,3.91,3.84,1.49,4225156.0
2005_Costa Rica,Costa Rica,2005,6.723,0.004,4.46,3.97,1.56,4285504.0
2006_Costa Rica,Costa Rica,2006,7.007,0.004,4.83,3.94,1.58,4345421.0
2007_Costa Rica,Costa Rica,2007,7.961,0.059,6.24,4.19,1.69,4404626.0
2008_Costa Rica,Costa Rica,2008,7.99,0.004,6.38,4.31,1.77,4463123.0
2009_Costa Rica,Costa Rica,2009,7.748,0.011,5.97,4.39,1.55,4520739.0
2010_Costa Rica,Costa Rica,2010,7.493,0.004,6.19,4.48,1.68,4577371.0
2011_Costa Rica,Costa Rica,2011,7.311,0.026,2.93,4.55,1.89,4633086.0
2012_Costa Rica,Costa Rica,2012,7.26,0.011,2.97,4.56,1.85,4688003.0
2013_Costa Rica,Costa Rica,2013,7.632,0.022,3.62,4.68,1.89,4742111.0
2014_Costa Rica,Costa Rica,2014,7.748,0.026,3.65,4.66,1.8,4795390.0
2015_Costa Rica,Costa Rica,2015,7.406,0.004,3.47,4.74,1.86,4847805.0
2016_Costa Rica,Costa Rica,2016,7.923,0.004,4.63,5.02,2.02,4899336.0
1990_Croatia,Croatia,1990,22.978,2.982,17.07,4.12,3.01,4776370.0
1991_Croatia,Croatia,1991,16.986,1.911,10.56,4.0,2.7,4760003.0
1992_Croatia,Croatia,1992,16.371,1.492,11.59,3.73,2.82,4732866.0
1993_Croatia,Croatia,1993,16.808,1.209,12.5,3.68,2.36,4697537.0
1994_Croatia,Croatia,1994,16.053,0.804,12.6,3.54,2.39,4657800.0
1995_Croatia,Croatia,1995,16.816,0.858,13.9,3.46,2.31,4616763.0
1996_Croatia,Croatia,1996,17.344,0.682,13.25,3.4,2.34,4574888.0
1997_Croatia,Croatia,1997,18.557,1.069,14.73,3.38,2.7,4532405.0
1998_Croatia,Croatia,1998,19.012,1.018,15.03,3.38,2.18,4491906.0
1999_Croatia,Croatia,1999,20.023,0.891,14.67,3.38,2.33,4456446.0
2000_Croatia,Croatia,2000,19.661,1.795,13.76,3.32,2.5,4428075.0
2001_Croatia,Croatia,2001,20.783,1.907,14.55,3.39,2.31,4408073.0
2002_Croatia,Croatia,2002,21.888,2.318,15.54,3.4,2.45,4395802.0
2003_Croatia,Croatia,2003,23.214,2.6,16.6,3.52,2.35,4388909.0
2004_Croatia,Croatia,2004,22.892,2.77,16.35,3.65,2.73,4383877.0
2005_Croatia,Croatia,2005,23.346,2.747,16.22,3.63,2.53,4378066.0
2006_Croatia,Croatia,2006,23.554,2.555,19.02,3.74,2.95,4370782.0
2007_Croatia,Croatia,2007,24.866,2.777,20.59,3.82,3.12,4362427.0
2008_Croatia,Croatia,2008,23.599,2.849,19.73,3.76,3.46,4352639.0
2009_Croatia,Croatia,2009,21.809,2.029,17.18,3.81,2.27,4341261.0
2010_Croatia,Croatia,2010,21.019,2.738,16.54,3.79,2.54,4328163.0
2011_Croatia,Croatia,2011,20.652,2.794,22.13,3.83,2.67,4313098.0
2012_Croatia,Croatia,2012,19.089,2.484,20.1,3.75,2.36,4295869.0
2013_Croatia,Croatia,2013,18.436,2.678,19.0,3.63,1.74,4276593.0
2014_Croatia,Croatia,2014,17.682,2.57,18.26,3.63,1.71,4255518.0
2015_Croatia,Croatia,2015,17.817,2.376,18.85,3.73,1.86,4232874.0
